province,year,active_insured_total,category,indicator,unit,geographical_region,statistical_region
Hatay,2020,332425,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Hatay,2021,356543,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Hatay,2022,384818,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Hatay,2023,342227,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Hatay,2024,415207,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Isparta,2009,87525,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Isparta,2010,91958,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Isparta,2011,94031,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Isparta,2012,93280,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Isparta,2013,96812,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Isparta,2014,100435,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Isparta,2015,108992,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Isparta,2016,111649,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Isparta,2017,122429,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Isparta,2018,126475,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Isparta,2019,125441,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Isparta,2020,124158,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Isparta,2021,128406,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Isparta,2022,133678,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Isparta,2023,129622,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Isparta,2024,130994,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Iğdır,2009,18549,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Iğdır,2010,21891,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Iğdır,2011,23909,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Iğdır,2012,25748,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Iğdır,2013,25692,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Iğdır,2014,26868,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Iğdır,2015,28664,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Iğdır,2016,29691,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Iğdır,2017,32460,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Iğdır,2018,32023,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Iğdır,2019,31653,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Iğdır,2020,34500,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Iğdır,2021,37041,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Iğdır,2022,39085,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Iğdır,2023,40813,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Iğdır,2024,42062,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Kahramanmaraş,2009,158784,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Kahramanmaraş,2010,167338,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Kahramanmaraş,2011,178400,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Kahramanmaraş,2012,191514,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Kahramanmaraş,2013,195335,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Kahramanmaraş,2014,204125,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Kahramanmaraş,2015,216064,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Kahramanmaraş,2016,227888,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Kahramanmaraş,2017,240989,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Kahramanmaraş,2018,236855,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Kahramanmaraş,2019,238175,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Kahramanmaraş,2020,256940,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Kahramanmaraş,2021,275590,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Kahramanmaraş,2022,292459,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Kahramanmaraş,2023,265914,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Kahramanmaraş,2024,297998,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Akdeniz,Akdeniz
Karabük,2009,43459,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Karabük,2010,47573,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Karabük,2011,50436,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Karabük,2012,52253,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Karabük,2013,55183,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Karabük,2014,55720,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Karabük,2015,59295,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Karabük,2016,61024,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Karabük,2017,63729,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Karabük,2018,64297,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Karabük,2019,63106,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Karabük,2020,61683,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Karabük,2021,62874,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Karabük,2022,67228,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Karabük,2023,65603,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Karabük,2024,65543,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Karaman,2009,48442,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Batı Anadolu
Karaman,2010,53204,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Batı Anadolu
Karaman,2011,56134,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Batı Anadolu
Karaman,2012,60301,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Batı Anadolu
Karaman,2013,61574,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Batı Anadolu
Karaman,2014,64215,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Batı Anadolu
Karaman,2015,67318,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Batı Anadolu
Karaman,2016,67941,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Batı Anadolu
Karaman,2017,72393,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Batı Anadolu
Karaman,2018,66703,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Batı Anadolu
Karaman,2019,65728,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Batı Anadolu
Karaman,2020,70144,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Batı Anadolu
Karaman,2021,72653,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Batı Anadolu
Karaman,2022,76538,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Batı Anadolu
Karaman,2023,72341,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Batı Anadolu
Karaman,2024,72457,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Batı Anadolu
Kars,2009,33398,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Kars,2010,35157,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Kars,2011,37747,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Kars,2012,42967,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Kars,2013,42529,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Kars,2014,43355,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Kars,2015,46761,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Kars,2016,47793,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Kars,2017,51297,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Kars,2018,49896,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Kars,2019,48361,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Kars,2020,50557,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Kars,2021,52066,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Kars,2022,54872,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Kars,2023,52835,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Kars,2024,54435,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Doğu Anadolu,Kuzeydoğu Anadolu
Kastamonu,2009,72478,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Kastamonu,2010,78969,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Kastamonu,2011,81170,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Kastamonu,2012,82751,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Kastamonu,2013,81721,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Kastamonu,2014,83457,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Kastamonu,2015,86949,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Kastamonu,2016,86682,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Kastamonu,2017,95641,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Kastamonu,2018,95832,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Kastamonu,2019,93565,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Kastamonu,2020,95541,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Kastamonu,2021,99651,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Kastamonu,2022,106634,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Kastamonu,2023,102315,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Kastamonu,2024,102176,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Karadeniz,Batı Karadeniz
Kayseri,2009,240573,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Orta Anadolu
Kayseri,2010,258861,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Orta Anadolu
Kayseri,2011,278802,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Orta Anadolu
Kayseri,2012,290101,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Orta Anadolu
Kayseri,2013,304039,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Orta Anadolu
Kayseri,2014,316366,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Orta Anadolu
Kayseri,2015,326625,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Orta Anadolu
Kayseri,2016,333006,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Orta Anadolu
Kayseri,2017,346660,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Orta Anadolu
Kayseri,2018,343480,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Orta Anadolu
Kayseri,2019,343959,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Orta Anadolu
Kayseri,2020,372580,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Orta Anadolu
Kayseri,2021,393302,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Orta Anadolu
Kayseri,2022,421816,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Orta Anadolu
Kayseri,2023,395968,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Orta Anadolu
Kayseri,2024,395936,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Orta Anadolu
Kilis,2009,16235,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Kilis,2010,17847,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Kilis,2011,19891,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Kilis,2012,21753,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Kilis,2013,22827,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Kilis,2014,23908,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Kilis,2015,26768,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Kilis,2016,28986,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Kilis,2017,30946,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Kilis,2018,32416,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Kilis,2019,33012,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Kilis,2020,34968,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Kilis,2021,38521,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Kilis,2022,41379,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Kilis,2023,45309,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Kilis,2024,44634,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Güneydoğu Anadolu,Güneydoğu Anadolu
Kocaeli,2009,401249,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Kocaeli,2010,439217,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Kocaeli,2011,469913,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Kocaeli,2012,499638,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Kocaeli,2013,522644,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Kocaeli,2014,559351,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Kocaeli,2015,580412,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Kocaeli,2016,615322,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Kocaeli,2017,648663,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Kocaeli,2018,648641,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Kocaeli,2019,644356,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Kocaeli,2020,718849,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Kocaeli,2021,759829,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Kocaeli,2022,813044,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Kocaeli,2023,786103,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Kocaeli,2024,790323,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,Marmara,Doğu Marmara
Konya,2009,364128,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Batı Anadolu
Konya,2010,389004,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Batı Anadolu
Konya,2011,419620,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Batı Anadolu
Konya,2012,446286,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Batı Anadolu
Konya,2013,455335,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Batı Anadolu
Konya,2014,475984,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Batı Anadolu
Konya,2015,499531,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Batı Anadolu
Konya,2016,515192,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Batı Anadolu
Konya,2017,545340,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Batı Anadolu
Konya,2018,531578,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Batı Anadolu
Konya,2019,531792,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Batı Anadolu
Konya,2020,561763,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Batı Anadolu
Konya,2021,593774,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Batı Anadolu
Konya,2022,632021,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Batı Anadolu
Konya,2023,621365,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Batı Anadolu
Konya,2024,630677,Aktif Sigortalılar,"01.Toplam Aktif Sigortalı (4a, 4b, 4c)",Kişi,İç Anadolu,Batı Anadolu
