tr_code,province,academic_year,upper_secondary_gross_enrollment_rate,general_secondary_gross_enrollment_rate,vocational_secondary_gross_enrollment_rate,year
TR832,Tokat,2021-2022,118.77,76.48,42.3,2022
TR832,Tokat,2022-2023,118.17,79.09,39.08,2023
TR832,Tokat,2023-2024,106.55,67.7,38.85,2024
TR832,Tokat,2024-2025,96.46,52.02,44.44,2025
TR901,Trabzon,2010-2011,97.43,47.34,50.1,2011
TR901,Trabzon,2011-2012,102.76,49.33,53.42,2012
TR901,Trabzon,2012-2013,107.09,51.72,55.37,2013
TR901,Trabzon,2013-2014,117.37,57.73,59.64,2014
TR901,Trabzon,2014-2015,124.13,57.6,66.53,2015
TR901,Trabzon,2015-2016,122.6,60.1,62.5,2016
TR901,Trabzon,2016-2017,119.17,59.55,59.62,2017
TR901,Trabzon,2017-2018,120.01,70.33,49.68,2018
TR901,Trabzon,2018-2019,117.62,69.26,48.36,2019
TR901,Trabzon,2019-2020,120.21,79.22,41.0,2020
TR901,Trabzon,2020-2021,133.19,85.44,47.76,2021
TR901,Trabzon,2021-2022,115.52,73.95,41.57,2022
TR901,Trabzon,2022-2023,119.65,76.79,42.86,2023
TR901,Trabzon,2023-2024,108.34,65.7,42.64,2024
TR901,Trabzon,2024-2025,104.55,59.74,44.81,2025
TRB14,Tunceli,2010-2011,101.47,79.65,21.83,2011
TRB14,Tunceli,2011-2012,104.88,81.13,23.74,2012
TRB14,Tunceli,2012-2013,109.94,85.11,24.83,2013
TRB14,Tunceli,2013-2014,121.23,88.11,33.12,2014
TRB14,Tunceli,2014-2015,116.87,70.43,46.44,2015
TRB14,Tunceli,2015-2016,120.22,73.61,46.61,2016
TRB14,Tunceli,2016-2017,116.68,78.44,38.24,2017
TRB14,Tunceli,2017-2018,103.08,52.85,50.23,2018
TRB14,Tunceli,2018-2019,102.5,55.71,46.78,2019
TRB14,Tunceli,2019-2020,105.99,61.15,44.84,2020
TRB14,Tunceli,2020-2021,119.94,68.72,51.22,2021
TRB14,Tunceli,2021-2022,110.0,62.53,47.48,2022
TRB14,Tunceli,2022-2023,113.01,67.06,45.95,2023
TRB14,Tunceli,2023-2024,104.22,60.17,44.04,2024
TRB14,Tunceli,2024-2025,96.16,67.66,28.5,2025
TR334,Usak,2010-2011,90.81,49.93,40.88,2011
TR334,Usak,2011-2012,94.31,52.08,42.24,2012
TR334,Usak,2012-2013,94.98,53.73,41.26,2013
TR334,Usak,2013-2014,104.99,64.64,40.35,2014
TR334,Usak,2014-2015,108.99,67.96,41.04,2015
TR334,Usak,2015-2016,112.66,71.86,40.81,2016
TR334,Usak,2016-2017,109.33,68.18,41.15,2017
TR334,Usak,2017-2018,106.6,55.66,50.93,2018
TR334,Usak,2018-2019,106.11,56.45,49.66,2019
TR334,Usak,2019-2020,107.62,63.27,44.35,2020
TR334,Usak,2020-2021,121.8,71.61,50.19,2021
TR334,Usak,2021-2022,113.09,65.91,47.18,2022
TR334,Usak,2022-2023,115.08,71.62,43.47,2023
TR334,Usak,2023-2024,104.04,61.7,42.34,2024
TR334,Usak,2024-2025,104.52,57.09,47.44,2025
TRB21,Van,2010-2011,48.65,34.76,13.89,2011
TRB21,Van,2011-2012,54.44,36.76,17.68,2012
TRB21,Van,2012-2013,47.4,27.44,19.96,2013
TRB21,Van,2013-2014,69.77,37.42,32.35,2014
TRB21,Van,2014-2015,76.22,34.95,41.27,2015
TRB21,Van,2015-2016,80.09,38.26,41.83,2016
TRB21,Van,2016-2017,78.17,37.62,40.56,2017
TRB21,Van,2017-2018,114.96,57.73,57.24,2018
TRB21,Van,2018-2019,114.74,60.4,54.34,2019
TRB21,Van,2019-2020,115.88,67.54,48.34,2020
TRB21,Van,2020-2021,127.3,75.9,51.4,2021
TRB21,Van,2021-2022,117.87,70.67,47.19,2022
TRB21,Van,2022-2023,118.9,72.48,46.41,2023
TRB21,Van,2023-2024,109.4,64.2,45.21,2024
TRB21,Van,2024-2025,97.17,58.68,38.49,2025
TR425,Yalova,2010-2011,97.87,50.16,47.71,2011
TR425,Yalova,2011-2012,104.48,51.03,53.45,2012
TR425,Yalova,2012-2013,108.9,51.44,57.46,2013
TR425,Yalova,2013-2014,113.29,59.97,53.32,2014
TR425,Yalova,2014-2015,117.15,63.81,53.34,2015
TR425,Yalova,2015-2016,116.97,67.05,49.92,2016
TR425,Yalova,2016-2017,117.12,67.07,50.05,2017
TR425,Yalova,2017-2018,114.87,61.33,53.53,2018
TR425,Yalova,2018-2019,113.27,64.04,49.22,2019
TR425,Yalova,2019-2020,114.1,70.51,43.59,2020
TR425,Yalova,2020-2021,129.33,82.32,47.01,2021
TR425,Yalova,2021-2022,117.87,75.23,42.64,2022
TR425,Yalova,2022-2023,119.44,78.35,41.08,2023
TR425,Yalova,2023-2024,109.35,71.2,38.16,2024
TR425,Yalova,2024-2025,98.11,60.39,37.72,2025
TR723,Yozgat,2010-2011,67.73,30.42,37.31,2011
TR723,Yozgat,2011-2012,74.53,33.12,41.42,2012
TR723,Yozgat,2012-2013,79.69,34.29,45.39,2013
TR723,Yozgat,2013-2014,93.66,45.88,47.78,2014
TR723,Yozgat,2014-2015,97.94,50.01,47.93,2015
TR723,Yozgat,2015-2016,102.57,54.35,48.22,2016
TR723,Yozgat,2016-2017,100.17,53.58,46.59,2017
TR723,Yozgat,2017-2018,115.11,67.54,47.57,2018
TR723,Yozgat,2018-2019,115.54,66.99,48.54,2019
TR723,Yozgat,2019-2020,116.74,69.64,47.1,2020
TR723,Yozgat,2020-2021,127.05,76.55,50.5,2021
TR723,Yozgat,2021-2022,113.45,69.02,44.43,2022
TR723,Yozgat,2022-2023,117.24,72.12,45.11,2023
TR723,Yozgat,2023-2024,111.88,63.61,48.27,2024
TR723,Yozgat,2024-2025,100.11,57.09,43.02,2025
TR811,Zonguldak,2010-2011,91.23,47.85,43.38,2011
TR811,Zonguldak,2011-2012,97.09,49.73,47.36,2012
TR811,Zonguldak,2012-2013,99.31,49.6,49.71,2013
TR811,Zonguldak,2013-2014,109.71,57.44,52.27,2014
TR811,Zonguldak,2014-2015,112.63,56.93,55.7,2015
TR811,Zonguldak,2015-2016,114.48,60.41,54.07,2016
TR811,Zonguldak,2016-2017,111.6,58.97,52.63,2017
TR811,Zonguldak,2017-2018,111.45,52.46,59.0,2018
TR811,Zonguldak,2018-2019,111.26,56.85,54.41,2019
TR811,Zonguldak,2019-2020,112.33,61.56,50.77,2020
TR811,Zonguldak,2020-2021,122.96,69.95,53.01,2021
TR811,Zonguldak,2021-2022,112.95,65.4,47.56,2022
TR811,Zonguldak,2022-2023,114.74,68.8,45.94,2023
TR811,Zonguldak,2023-2024,107.63,59.47,48.16,2024
TR811,Zonguldak,2024-2025,101.72,57.58,44.14,2025
