province,province_key,year,geographical_region,statistical_region,population,in_migration,out_migration,net_migration,net_migration_rate,active_insured_total,active_insured_share_of_population,education_population_6_plus,illiterate_total,literate_no_diploma_total,lower_secondary_total,upper_secondary_total,university_total,masters_total,doctorate_total,illiterate_rate,upper_secondary_rate,university_rate,postgraduate_rate,higher_education_share,tr_code,academic_year,upper_secondary_gross_enrollment_rate,general_secondary_gross_enrollment_rate,vocational_secondary_gross_enrollment_rate,investigation_files_total_load,investigation_files_carry_in,investigation_files_opened,investigation_files_closed,investigation_files_carry_out,investigation_files_total_load_per_100k,investigation_files_opened_per_100k
Diyarbakır,diyarbakir,2012,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,190457,,,,,,,,,,,,,,,TRC22,2011-2012,71.24,53.85,17.4,118633.0,71144.0,47489.0,42809.0,75824.0,,
Diyarbakır,diyarbakir,2013,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,189890,,,,,,,,,,,,,,,TRC22,2012-2013,76.24,55.45,20.8,125019.0,75824.0,49195.0,46540.0,78479.0,,
Diyarbakır,diyarbakir,2014,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,209059,,,,,,,,,,,,,,,TRC22,2013-2014,90.1,55.22,34.88,143454.0,90233.0,53221.0,59803.0,83651.0,,
Diyarbakır,diyarbakir,2015,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,222941,,,,,,,,,,,,,,,TRC22,2014-2015,94.34,49.01,45.33,144677.0,83651.0,61026.0,49269.0,95408.0,,
Diyarbakır,diyarbakir,2016,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,244498,,,,,,,,,,,,,,,TRC22,2015-2016,96.13,48.89,47.24,155495.0,95408.0,60087.0,44200.0,111295.0,,
Diyarbakır,diyarbakir,2017,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,270853,,,,,,,,,,,,,,,TRC22,2016-2017,92.21,47.21,45.0,196953.0,111289.0,85664.0,74436.0,122517.0,,
Diyarbakır,diyarbakir,2018,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,274435,,,,,,,,,,,,,,,TRC22,2017-2018,114.24,65.16,49.08,223692.0,122518.0,101174.0,96621.0,127071.0,,
Diyarbakır,diyarbakir,2019,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,271427,,,,,,,,,,,,,,,TRC22,2018-2019,114.39,67.4,46.99,225199.0,127070.0,98129.0,95387.0,129812.0,,
Diyarbakır,diyarbakir,2020,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,301711,,,,,,,,,,,,,,,TRC22,2019-2020,118.91,72.98,45.93,215653.0,129813.0,85840.0,75938.0,139715.0,,
Diyarbakır,diyarbakir,2021,Güneydoğu Anadolu,Güneydoğu Anadolu,1791373.0,40414.0,60761.0,-20347.0,-11.294185301350812,325722,0.1818281284802216,1555527.0,84017.0,256318.0,358652.0,284102.0,169860.0,19682.0,2101.0,0.0540119200759613,0.182640352755047,0.1091977188438387,0.0140036142092036,0.12320133305304247,TRC22,2020-2021,132.66,79.97,52.69,229126.0,139715.0,89411.0,94095.0,135031.0,12790.524363156082,4991.199487767204
Düzce,duzce,2011,Karadeniz,Doğu Marmara,,,,,,89047,,,,,,,,,,,,,,,TR423,2010-2011,93.8,41.55,52.25,27236.0,8434.0,18802.0,19094.0,8142.0,,
Düzce,duzce,2012,Karadeniz,Doğu Marmara,,,,,,93341,,,,,,,,,,,,,,,TR423,2011-2012,99.75,42.68,57.07,28294.0,8141.0,20153.0,19734.0,8560.0,,
Düzce,duzce,2013,Karadeniz,Doğu Marmara,,,,,,92974,,,,,,,,,,,,,,,TR423,2012-2013,101.75,43.19,58.56,29024.0,8560.0,20464.0,19713.0,9311.0,,
Düzce,duzce,2014,Karadeniz,Doğu Marmara,,,,,,97330,,,,,,,,,,,,,,,TR423,2013-2014,109.84,49.0,60.84,28528.0,9311.0,19217.0,18217.0,10311.0,,
Düzce,duzce,2015,Karadeniz,Doğu Marmara,,,,,,100002,,,,,,,,,,,,,,,TR423,2014-2015,116.88,50.56,66.32,27927.0,10312.0,17615.0,17366.0,10561.0,,
Düzce,duzce,2016,Karadeniz,Doğu Marmara,,,,,,102075,,,,,,,,,,,,,,,TR423,2015-2016,115.88,52.35,63.53,29174.0,10560.0,18614.0,14140.0,15034.0,,
Düzce,duzce,2017,Karadeniz,Doğu Marmara,,,,,,105892,,,,,,,,,,,,,,,TR423,2016-2017,110.74,50.21,60.52,34317.0,15034.0,19283.0,14917.0,19400.0,,
Düzce,duzce,2018,Karadeniz,Doğu Marmara,,,,,,105361,,,,,,,,,,,,,,,TR423,2017-2018,101.72,54.8,46.92,39413.0,19400.0,20013.0,18797.0,20616.0,,
Düzce,duzce,2019,Karadeniz,Doğu Marmara,,,,,,104458,,,,,,,,,,,,,,,TR423,2018-2019,102.55,55.92,46.62,39172.0,20616.0,18556.0,19279.0,19893.0,,
Düzce,duzce,2020,Karadeniz,Doğu Marmara,,,,,,112960,,,,,,,,,,,,,,,TR423,2019-2020,105.9,63.3,42.61,36973.0,19893.0,17080.0,17456.0,19517.0,,
Düzce,duzce,2021,Karadeniz,Doğu Marmara,400976.0,16828.0,14191.0,2637.0,6.598149665651214,120562,0.3006713618770201,363392.0,8643.0,32575.0,61062.0,84133.0,50986.0,5198.0,1010.0,0.023784233004579,0.2315213323353293,0.1403057854878478,0.0170834800986262,0.15738926558647412,TR423,2020-2021,122.88,74.34,48.53,39639.0,19517.0,20122.0,18992.0,20647.0,9885.6290650812,5018.255456685687
Edirne,edirne,2011,Marmara,Batı Marmara,,,,,,93675,,,,,,,,,,,,,,,TR212,2010-2011,92.38,43.95,48.43,29731.0,9213.0,20518.0,19371.0,10360.0,,
Edirne,edirne,2012,Marmara,Batı Marmara,,,,,,97351,,,,,,,,,,,,,,,TR212,2011-2012,95.49,46.49,49.0,33784.0,10360.0,23424.0,21271.0,12513.0,,
Edirne,edirne,2013,Marmara,Batı Marmara,,,,,,96897,,,,,,,,,,,,,,,TR212,2012-2013,97.78,48.98,48.8,36412.0,12513.0,23899.0,21374.0,15038.0,,
Edirne,edirne,2014,Marmara,Batı Marmara,,,,,,100886,,,,,,,,,,,,,,,TR212,2013-2014,109.53,57.07,52.46,39447.0,15038.0,24409.0,23818.0,15629.0,,
Edirne,edirne,2015,Marmara,Batı Marmara,,,,,,103449,,,,,,,,,,,,,,,TR212,2014-2015,107.9,59.53,48.36,37897.0,15629.0,22268.0,21429.0,16468.0,,
Edirne,edirne,2016,Marmara,Batı Marmara,,,,,,102149,,,,,,,,,,,,,,,TR212,2015-2016,106.07,62.39,43.68,39054.0,16468.0,22586.0,20238.0,18816.0,,
Edirne,edirne,2017,Marmara,Batı Marmara,,,,,,106414,,,,,,,,,,,,,,,TR212,2016-2017,105.74,62.87,42.87,45599.0,18816.0,26783.0,23062.0,22537.0,,
Edirne,edirne,2018,Marmara,Batı Marmara,,,,,,107363,,,,,,,,,,,,,,,TR212,2017-2018,113.17,61.07,52.1,49969.0,22536.0,27433.0,25798.0,24171.0,,
Edirne,edirne,2019,Marmara,Batı Marmara,,,,,,106133,,,,,,,,,,,,,,,TR212,2018-2019,113.75,63.77,49.98,51183.0,24171.0,27012.0,27693.0,23490.0,,
Edirne,edirne,2020,Marmara,Batı Marmara,,,,,,109468,,,,,,,,,,,,,,,TR212,2019-2020,114.06,68.92,45.14,48209.0,23490.0,24719.0,23321.0,24888.0,,
Edirne,edirne,2021,Marmara,Batı Marmara,412115.0,19443.0,15822.0,3621.0,8.825153026593664,114109,0.27688630600681846,383259.0,7639.0,27896.0,57132.0,90174.0,57489.0,6460.0,1658.0,0.0199316911018397,0.2352821460161405,0.1500003913802415,0.0211814986732209,0.17118189005346254,TR212,2020-2021,125.58,76.15,49.43,50363.0,24888.0,25475.0,27064.0,23299.0,12220.618031374737,6181.527000958471
Elazığ,elazig,2011,Doğu Anadolu,Ortadoğu Anadolu,,,,,,100765,,,,,,,,,,,,,,,TRB12,2010-2011,95.15,64.65,30.5,30259.0,8636.0,21623.0,21382.0,8877.0,,
Elazığ,elazig,2012,Doğu Anadolu,Ortadoğu Anadolu,,,,,,103323,,,,,,,,,,,,,,,TRB12,2011-2012,104.16,71.83,32.32,30597.0,8877.0,21720.0,20075.0,10522.0,,
Elazığ,elazig,2013,Doğu Anadolu,Ortadoğu Anadolu,,,,,,102105,,,,,,,,,,,,,,,TRB12,2012-2013,106.08,71.44,34.64,32991.0,10521.0,22470.0,20571.0,12420.0,,
Elazığ,elazig,2014,Doğu Anadolu,Ortadoğu Anadolu,,,,,,104840,,,,,,,,,,,,,,,TRB12,2013-2014,113.26,68.12,45.14,38046.0,12428.0,25618.0,23612.0,14434.0,,
Elazığ,elazig,2015,Doğu Anadolu,Ortadoğu Anadolu,,,,,,109920,,,,,,,,,,,,,,,TRB12,2014-2015,116.92,64.09,52.83,39163.0,14435.0,24728.0,23591.0,15572.0,,
Elazığ,elazig,2016,Doğu Anadolu,Ortadoğu Anadolu,,,,,,114475,,,,,,,,,,,,,,,TRB12,2015-2016,119.54,66.85,52.69,40155.0,15571.0,24584.0,22095.0,18060.0,,
Elazığ,elazig,2017,Doğu Anadolu,Ortadoğu Anadolu,,,,,,128997,,,,,,,,,,,,,,,TRB12,2016-2017,112.59,63.57,49.03,46067.0,18060.0,28007.0,26548.0,19519.0,,
Elazığ,elazig,2018,Doğu Anadolu,Ortadoğu Anadolu,,,,,,124652,,,,,,,,,,,,,,,TRB12,2017-2018,115.8,58.15,57.65,48325.0,19519.0,28806.0,28289.0,20036.0,,
Elazığ,elazig,2019,Doğu Anadolu,Ortadoğu Anadolu,,,,,,121616,,,,,,,,,,,,,,,TRB12,2018-2019,116.06,62.02,54.04,43317.0,20036.0,23281.0,23310.0,20007.0,,
Elazığ,elazig,2020,Doğu Anadolu,Ortadoğu Anadolu,,,,,,149148,,,,,,,,,,,,,,,TRB12,2019-2020,116.86,67.12,49.74,41740.0,20007.0,21733.0,21885.0,19855.0,,
Elazığ,elazig,2021,Doğu Anadolu,Ortadoğu Anadolu,588088.0,20800.0,22429.0,-1629.0,-2.766162480206825,142030,0.2415114744732081,538821.0,17771.0,63932.0,102371.0,123318.0,78428.0,9873.0,2037.0,0.0329812683618492,0.228866358215437,0.1455548317530311,0.0221038155528459,0.1676586473058771,TRB12,2020-2021,127.61,75.92,51.69,45732.0,19855.0,25877.0,25310.0,20422.0,7776.387207356722,4400.1918080287305
Erzincan,erzincan,2011,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,48193,,,,,,,,,,,,,,,TRA12,2010-2011,99.24,52.24,47.0,14453.0,5217.0,9236.0,9999.0,4454.0,,
Erzincan,erzincan,2012,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,50276,,,,,,,,,,,,,,,TRA12,2011-2012,101.43,54.71,46.73,13769.0,4454.0,9315.0,9090.0,4679.0,,
Erzincan,erzincan,2013,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,50475,,,,,,,,,,,,,,,TRA12,2012-2013,105.77,57.17,48.6,14326.0,4679.0,9647.0,9589.0,4737.0,,
Erzincan,erzincan,2014,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,49470,,,,,,,,,,,,,,,TRA12,2013-2014,114.87,62.11,52.76,14481.0,4739.0,9742.0,9320.0,5161.0,,
Erzincan,erzincan,2015,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,52210,,,,,,,,,,,,,,,TRA12,2014-2015,117.84,60.73,57.11,15690.0,5161.0,10529.0,10224.0,5466.0,,
Erzincan,erzincan,2016,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,52919,,,,,,,,,,,,,,,TRA12,2015-2016,120.22,62.35,57.88,16116.0,5466.0,10650.0,8553.0,7563.0,,
Erzincan,erzincan,2017,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,61662,,,,,,,,,,,,,,,TRA12,2016-2017,114.66,59.21,55.45,19386.0,7563.0,11823.0,10674.0,8712.0,,
Erzincan,erzincan,2018,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,57078,,,,,,,,,,,,,,,TRA12,2017-2018,101.19,46.36,54.83,21026.0,8712.0,12314.0,13201.0,7825.0,,
Erzincan,erzincan,2019,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,54432,,,,,,,,,,,,,,,TRA12,2018-2019,101.77,49.25,52.53,19227.0,7825.0,11402.0,12921.0,6306.0,,
Erzincan,erzincan,2020,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,57995,,,,,,,,,,,,,,,TRA12,2019-2020,105.06,59.81,45.25,16230.0,6306.0,9924.0,9641.0,6589.0,,
Erzincan,erzincan,2021,Doğu Anadolu,Kuzeydoğu Anadolu,237351.0,16049.0,13564.0,2485.0,10.524822274505151,61481,0.25902987558510393,216509.0,8430.0,18997.0,34085.0,54906.0,35106.0,3561.0,803.0,0.0389360257541256,0.2535968481679745,0.1621456844750102,0.0201562059775806,0.18230189045259088,TRA12,2020-2021,119.08,71.34,47.75,18625.0,6589.0,12036.0,10852.0,7773.0,7847.028240875328,5070.970840653716
Erzurum,erzurum,2011,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,124119,,,,,,,,,,,,,,,TRA11,2010-2011,67.21,39.0,28.2,41703.0,15637.0,26066.0,27827.0,13876.0,,
Erzurum,erzurum,2012,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,132054,,,,,,,,,,,,,,,TRA11,2011-2012,72.62,42.87,29.75,39592.0,13876.0,25716.0,24746.0,14846.0,,
Erzurum,erzurum,2013,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,128992,,,,,,,,,,,,,,,TRA11,2012-2013,77.58,45.95,31.63,40156.0,14846.0,25310.0,25265.0,14891.0,,
Erzurum,erzurum,2014,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,133570,,,,,,,,,,,,,,,TRA11,2013-2014,90.75,52.56,38.19,42314.0,16177.0,26137.0,26038.0,16276.0,,
Erzurum,erzurum,2015,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,139789,,,,,,,,,,,,,,,TRA11,2014-2015,95.46,52.58,42.89,43464.0,16276.0,27188.0,26180.0,17284.0,,
Erzurum,erzurum,2016,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,142616,,,,,,,,,,,,,,,TRA11,2015-2016,97.79,55.94,41.85,44168.0,17284.0,26884.0,21677.0,22491.0,,
Erzurum,erzurum,2017,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,151679,,,,,,,,,,,,,,,TRA11,2016-2017,95.47,53.77,41.7,59525.0,22490.0,37035.0,33426.0,26099.0,,
Erzurum,erzurum,2018,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,149220,,,,,,,,,,,,,,,TRA11,2017-2018,100.87,53.17,47.71,59337.0,26099.0,33238.0,35584.0,23753.0,,
Erzurum,erzurum,2019,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,144184,,,,,,,,,,,,,,,TRA11,2018-2019,101.88,57.16,44.73,51062.0,23752.0,27310.0,30197.0,20865.0,,
Erzurum,erzurum,2020,Doğu Anadolu,Kuzeydoğu Anadolu,,,,,,154937,,,,,,,,,,,,,,,TRA11,2019-2020,104.42,64.01,40.42,45336.0,20865.0,24471.0,26152.0,19184.0,,
Erzurum,erzurum,2021,Doğu Anadolu,Kuzeydoğu Anadolu,756893.0,28554.0,36798.0,-8244.0,-10.832900796961953,163646,0.21620757491481624,679307.0,30759.0,76770.0,129677.0,145741.0,86906.0,11773.0,2884.0,0.0452799691450257,0.2145436452149028,0.1279333202808155,0.0215764006553737,0.1495097209361894,TRA11,2020-2021,115.33,73.18,42.15,46470.0,19184.0,27286.0,26279.0,20191.0,6139.573228976883,3605.0009710751715
Eskişehir,eskisehir,2011,İç Anadolu,Doğu Marmara,,,,,,209792,,,,,,,,,,,,,,,TR412,2010-2011,103.19,51.56,51.63,70895.0,33614.0,37281.0,32875.0,38020.0,,
Eskişehir,eskisehir,2012,İç Anadolu,Doğu Marmara,,,,,,218238,,,,,,,,,,,,,,,TR412,2011-2012,106.49,53.18,53.31,76395.0,38020.0,38375.0,33770.0,42625.0,,
Eskişehir,eskisehir,2013,İç Anadolu,Doğu Marmara,,,,,,224189,,,,,,,,,,,,,,,TR412,2012-2013,107.18,54.77,52.41,85440.0,42625.0,42815.0,37655.0,47785.0,,
Eskişehir,eskisehir,2014,İç Anadolu,Doğu Marmara,,,,,,236749,,,,,,,,,,,,,,,TR412,2013-2014,113.69,60.21,53.48,93405.0,47785.0,45620.0,46394.0,47011.0,,
Eskişehir,eskisehir,2015,İç Anadolu,Doğu Marmara,,,,,,243555,,,,,,,,,,,,,,,TR412,2014-2015,115.69,61.56,54.13,93328.0,47011.0,46317.0,43316.0,50012.0,,
Eskişehir,eskisehir,2016,İç Anadolu,Doğu Marmara,,,,,,250129,,,,,,,,,,,,,,,TR412,2015-2016,118.62,67.5,51.12,98116.0,50012.0,48104.0,45568.0,52548.0,,
Eskişehir,eskisehir,2017,İç Anadolu,Doğu Marmara,,,,,,261429,,,,,,,,,,,,,,,TR412,2016-2017,117.33,69.38,47.95,103069.0,52548.0,50521.0,49402.0,53667.0,,
Eskişehir,eskisehir,2018,İç Anadolu,Doğu Marmara,,,,,,252233,,,,,,,,,,,,,,,TR412,2017-2018,117.4,58.83,58.57,111540.0,53667.0,57873.0,57514.0,54026.0,,
Eskişehir,eskisehir,2019,İç Anadolu,Doğu Marmara,,,,,,253996,,,,,,,,,,,,,,,TR412,2018-2019,116.75,60.63,56.13,116713.0,54026.0,62687.0,62901.0,53812.0,,
Eskişehir,eskisehir,2020,İç Anadolu,Doğu Marmara,,,,,,267051,,,,,,,,,,,,,,,TR412,2019-2020,118.68,68.15,50.52,110457.0,53812.0,56645.0,56344.0,54113.0,,
Eskişehir,eskisehir,2021,İç Anadolu,Doğu Marmara,898369.0,36776.0,31532.0,5244.0,5.854331636053484,279449,0.31106260345136577,815496.0,11920.0,54863.0,120706.0,215940.0,152602.0,18762.0,4692.0,0.0146168712047637,0.2647959033520703,0.1871278338581673,0.0287604108419906,0.21588824470015794,TR412,2020-2021,129.91,76.27,53.65,116221.0,54113.0,62108.0,62989.0,53232.0,12936.888962107998,6913.4175377823585
Gaziantep,gaziantep,2011,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,302822,,,,,,,,,,,,,,,TRC11,2010-2011,69.83,50.25,19.58,119006.0,54566.0,64440.0,63895.0,55111.0,,
Gaziantep,gaziantep,2012,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,342884,,,,,,,,,,,,,,,TRC11,2011-2012,75.35,53.68,21.66,137831.0,55111.0,82720.0,72844.0,64987.0,,
Gaziantep,gaziantep,2013,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,365913,,,,,,,,,,,,,,,TRC11,2012-2013,78.05,56.0,22.05,148455.0,64988.0,83467.0,77509.0,70946.0,,
Gaziantep,gaziantep,2014,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,387539,,,,,,,,,,,,,,,TRC11,2013-2014,87.03,51.56,35.47,150946.0,70946.0,80000.0,74034.0,76912.0,,
Gaziantep,gaziantep,2015,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,397494,,,,,,,,,,,,,,,TRC11,2014-2015,92.85,50.42,42.43,168320.0,76912.0,91408.0,73557.0,94763.0,,
Gaziantep,gaziantep,2016,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,412187,,,,,,,,,,,,,,,TRC11,2015-2016,96.38,53.87,42.51,195690.0,94764.0,100926.0,65944.0,129746.0,,
Gaziantep,gaziantep,2017,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,449207,,,,,,,,,,,,,,,TRC11,2016-2017,95.46,54.94,40.51,247830.0,129749.0,118081.0,76407.0,171423.0,,
Gaziantep,gaziantep,2018,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,449128,,,,,,,,,,,,,,,TRC11,2017-2018,108.97,53.78,55.19,288040.0,171423.0,116617.0,96719.0,191321.0,,
Gaziantep,gaziantep,2019,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,454118,,,,,,,,,,,,,,,TRC11,2018-2019,94.85,48.31,46.53,304822.0,191319.0,113503.0,105491.0,199331.0,,
Gaziantep,gaziantep,2020,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,505877,,,,,,,,,,,,,,,TRC11,2019-2020,111.79,63.86,47.93,311024.0,199331.0,111693.0,89504.0,221520.0,,
Gaziantep,gaziantep,2021,Güneydoğu Anadolu,Güneydoğu Anadolu,2130432.0,50203.0,57475.0,-7272.0,-3.4075765158373583,546411,0.25647896764599853,1853829.0,51398.0,244259.0,409805.0,315598.0,195862.0,22870.0,2811.0,0.0277253187861447,0.1702411603227697,0.1056526788608873,0.0138529497596596,0.11950562862054699,TRC11,2020-2021,125.75,74.34,51.4,348570.0,221520.0,127050.0,114228.0,234342.0,16361.470349675557,5963.579217736121
Giresun,giresun,2011,Karadeniz,Doğu Karadeniz,,,,,,86012,,,,,,,,,,,,,,,TR903,2010-2011,92.32,37.01,55.32,24215.0,7225.0,16990.0,16899.0,7316.0,,
Giresun,giresun,2012,Karadeniz,Doğu Karadeniz,,,,,,85967,,,,,,,,,,,,,,,TR903,2011-2012,98.99,40.35,58.64,24374.0,7316.0,17058.0,16428.0,7946.0,,
Giresun,giresun,2013,Karadeniz,Doğu Karadeniz,,,,,,85477,,,,,,,,,,,,,,,TR903,2012-2013,102.63,42.99,59.64,26443.0,7945.0,18498.0,18512.0,7931.0,,
Giresun,giresun,2014,Karadeniz,Doğu Karadeniz,,,,,,85892,,,,,,,,,,,,,,,TR903,2013-2014,114.2,54.76,59.44,26610.0,7931.0,18679.0,18640.0,7970.0,,
Giresun,giresun,2015,Karadeniz,Doğu Karadeniz,,,,,,90599,,,,,,,,,,,,,,,TR903,2014-2015,114.33,52.83,61.5,26361.0,7970.0,18391.0,18930.0,7431.0,,
Giresun,giresun,2016,Karadeniz,Doğu Karadeniz,,,,,,97399,,,,,,,,,,,,,,,TR903,2015-2016,116.73,56.61,60.12,26727.0,7430.0,19297.0,16859.0,9868.0,,
Giresun,giresun,2017,Karadeniz,Doğu Karadeniz,,,,,,103562,,,,,,,,,,,,,,,TR903,2016-2017,108.24,52.08,56.16,31191.0,9868.0,21323.0,19026.0,12165.0,,
Giresun,giresun,2018,Karadeniz,Doğu Karadeniz,,,,,,99874,,,,,,,,,,,,,,,TR903,2017-2018,122.74,67.14,55.59,34145.0,12165.0,21980.0,21179.0,12966.0,,
Giresun,giresun,2019,Karadeniz,Doğu Karadeniz,,,,,,100418,,,,,,,,,,,,,,,TR903,2018-2019,120.26,69.18,51.09,33263.0,12966.0,20297.0,22616.0,10647.0,,
Giresun,giresun,2020,Karadeniz,Doğu Karadeniz,,,,,,103178,,,,,,,,,,,,,,,TR903,2019-2020,119.25,73.99,45.26,28392.0,10648.0,17744.0,17003.0,11389.0,,
Giresun,giresun,2021,Karadeniz,Doğu Karadeniz,450154.0,21392.0,19575.0,1817.0,4.044559155294822,108767,0.2416217561101312,418847.0,17102.0,46465.0,65206.0,91817.0,60266.0,5489.0,1051.0,0.0408311388167994,0.2192136985581847,0.1438854760807645,0.0156142935248432,0.15949976960560777,TR903,2020-2021,130.15,81.98,48.17,31991.0,11390.0,20601.0,19330.0,12661.0,7106.679047614817,4576.433842640518
Gümüşhane,gumushane,2011,Karadeniz,Doğu Karadeniz,,,,,,26414,,,,,,,,,,,,,,,TR906,2010-2011,75.32,34.34,40.98,,,,,,,
Gümüşhane,gumushane,2012,Karadeniz,Doğu Karadeniz,,,,,,27454,,,,,,,,,,,,,,,TR906,2011-2012,83.54,36.81,46.73,6239.0,5265.0,5194.0,1045.0,,,
Gümüşhane,gumushane,2013,Karadeniz,Doğu Karadeniz,,,,,,27065,,,,,,,,,,,,,,,TR906,2012-2013,87.54,39.85,47.69,6067.0,1045.0,5022.0,4879.0,1188.0,,
Gümüşhane,gumushane,2014,Karadeniz,Doğu Karadeniz,,,,,,26147,,,,,,,,,,,,,,,TR906,2013-2014,97.64,49.87,47.77,5874.0,1188.0,4686.0,4399.0,1475.0,,
Gümüşhane,gumushane,2015,Karadeniz,Doğu Karadeniz,,,,,,28282,,,,,,,,,,,,,,,TR906,2014-2015,92.35,47.24,45.11,6125.0,1475.0,4650.0,4484.0,1641.0,,
Gümüşhane,gumushane,2016,Karadeniz,Doğu Karadeniz,,,,,,27522,,,,,,,,,,,,,,,TR906,2015-2016,89.64,47.03,42.61,7251.0,1641.0,5610.0,4880.0,2371.0,,
Gümüşhane,gumushane,2017,Karadeniz,Doğu Karadeniz,,,,,,29693,,,,,,,,,,,,,,,TR906,2016-2017,74.13,40.02,34.12,8888.0,2371.0,6517.0,6176.0,2712.0,,
Gümüşhane,gumushane,2018,Karadeniz,Doğu Karadeniz,,,,,,28496,,,,,,,,,,,,,,,TR906,2017-2018,107.41,57.84,49.58,9331.0,2712.0,6619.0,6795.0,2536.0,,
Gümüşhane,gumushane,2019,Karadeniz,Doğu Karadeniz,,,,,,28299,,,,,,,,,,,,,,,TR906,2018-2019,108.59,62.23,46.36,8312.0,2536.0,5776.0,5607.0,2705.0,,
Gümüşhane,gumushane,2020,Karadeniz,Doğu Karadeniz,,,,,,28565,,,,,,,,,,,,,,,TR906,2019-2020,110.7,67.96,42.75,7870.0,2705.0,5165.0,4489.0,3381.0,,
Gümüşhane,gumushane,2021,Karadeniz,Doğu Karadeniz,150119.0,14114.0,11611.0,2503.0,16.813609417770834,28253,0.18820402480698645,138032.0,4498.0,14652.0,19038.0,33339.0,19308.0,2002.0,410.0,0.0325866465747073,0.2415309493450794,0.1398806073953865,0.0174742088791005,0.15735481627448708,TR906,2020-2021,120.8,75.22,45.58,9131.0,3381.0,5750.0,5825.0,3306.0,6082.50787708418,3830.294632924547
Hakkari,hakkari,2011,Doğu Anadolu,Ortadoğu Anadolu,,,,,,28342,,,,,,,,,,,,,,,TRB24,2010-2011,74.7,53.11,21.59,9562.0,3131.0,6431.0,5789.0,3773.0,,
Hakkari,hakkari,2012,Doğu Anadolu,Ortadoğu Anadolu,,,,,,31140,,,,,,,,,,,,,,,TRB24,2011-2012,79.34,54.55,24.8,10633.0,3773.0,6860.0,6089.0,4544.0,,
Hakkari,hakkari,2013,Doğu Anadolu,Ortadoğu Anadolu,,,,,,34205,,,,,,,,,,,,,,,TRB24,2012-2013,87.63,58.41,29.23,11605.0,4544.0,7061.0,6688.0,4917.0,,
Hakkari,hakkari,2014,Doğu Anadolu,Ortadoğu Anadolu,,,,,,36534,,,,,,,,,,,,,,,TRB24,2013-2014,95.67,59.0,36.68,16376.0,4918.0,11458.0,7904.0,8472.0,,
Hakkari,hakkari,2015,Doğu Anadolu,Ortadoğu Anadolu,,,,,,44644,,,,,,,,,,,,,,,TRB24,2014-2015,96.44,48.16,48.28,16239.0,8472.0,7767.0,7108.0,9131.0,,
Hakkari,hakkari,2016,Doğu Anadolu,Ortadoğu Anadolu,,,,,,48474,,,,,,,,,,,,,,,TRB24,2015-2016,98.09,44.69,53.4,18643.0,9131.0,9512.0,5934.0,12709.0,,
Hakkari,hakkari,2017,Doğu Anadolu,Ortadoğu Anadolu,,,,,,53429,,,,,,,,,,,,,,,TRB24,2016-2017,92.32,42.74,49.57,26949.0,12709.0,14240.0,12740.0,14209.0,,
Hakkari,hakkari,2018,Doğu Anadolu,Ortadoğu Anadolu,,,,,,59672,,,,,,,,,,,,,,,TRB24,2017-2018,118.96,55.93,63.03,27803.0,14209.0,13594.0,13671.0,14132.0,,
