province,province_key,year,geographical_region,statistical_region,population,in_migration,out_migration,net_migration,net_migration_rate,active_insured_total,active_insured_share_of_population,education_population_6_plus,illiterate_total,literate_no_diploma_total,lower_secondary_total,upper_secondary_total,university_total,masters_total,doctorate_total,illiterate_rate,upper_secondary_rate,university_rate,postgraduate_rate,higher_education_share,tr_code,academic_year,upper_secondary_gross_enrollment_rate,general_secondary_gross_enrollment_rate,vocational_secondary_gross_enrollment_rate,investigation_files_total_load,investigation_files_carry_in,investigation_files_opened,investigation_files_closed,investigation_files_carry_out,investigation_files_total_load_per_100k,investigation_files_opened_per_100k
Zonguldak,zonguldak,2019,Karadeniz,Batı Karadeniz,,,,,,133438,,,,,,,,,,,,,,,TR811,2018-2019,111.26,56.85,54.41,47317.0,16789.0,30528.0,31440.0,15877.0,,
Zonguldak,zonguldak,2020,Karadeniz,Batı Karadeniz,,,,,,138165,,,,,,,,,,,,,,,TR811,2019-2020,112.33,61.56,50.77,41253.0,15877.0,25376.0,25358.0,15895.0,,
Zonguldak,zonguldak,2021,Karadeniz,Batı Karadeniz,589684.0,20883.0,21991.0,-1108.0,-1.877208854733176,144035,0.2442579415415714,551642.0,23958.0,44645.0,85226.0,125577.0,71381.0,6888.0,1178.0,0.0434303406919705,0.2276422027329318,0.1293973265269867,0.014621801820746,0.14401912834773276,TR811,2020-2021,122.96,69.95,53.01,43149.0,15895.0,27254.0,26262.0,16887.0,7317.308931563346,4621.797437271487
Çanakkale,canakkale,2011,Marmara,Batı Marmara,,,,,,123010,,,,,,,,,,,,,,,TR222,2010-2011,94.65,47.5,47.14,32534.0,10537.0,21997.0,20646.0,11888.0,,
Çanakkale,canakkale,2012,Marmara,Batı Marmara,,,,,,125507,,,,,,,,,,,,,,,TR222,2011-2012,95.83,48.89,46.94,36054.0,11888.0,24166.0,23495.0,12559.0,,
Çanakkale,canakkale,2013,Marmara,Batı Marmara,,,,,,127322,,,,,,,,,,,,,,,TR222,2012-2013,99.9,52.23,47.68,36865.0,12559.0,24306.0,22784.0,14081.0,,
Çanakkale,canakkale,2014,Marmara,Batı Marmara,,,,,,129029,,,,,,,,,,,,,,,TR222,2013-2014,108.28,61.91,46.37,39206.0,14081.0,25125.0,23557.0,15649.0,,
Çanakkale,canakkale,2015,Marmara,Batı Marmara,,,,,,137458,,,,,,,,,,,,,,,TR222,2014-2015,107.98,61.16,46.82,41257.0,15649.0,25608.0,25196.0,16061.0,,
Çanakkale,canakkale,2016,Marmara,Batı Marmara,,,,,,142916,,,,,,,,,,,,,,,TR222,2015-2016,110.59,64.31,46.27,41739.0,16061.0,25678.0,22742.0,18997.0,,
Çanakkale,canakkale,2017,Marmara,Batı Marmara,,,,,,151279,,,,,,,,,,,,,,,TR222,2016-2017,107.46,63.86,43.6,48680.0,18997.0,29683.0,25947.0,22733.0,,
Çanakkale,canakkale,2018,Marmara,Batı Marmara,,,,,,147390,,,,,,,,,,,,,,,TR222,2017-2018,110.27,55.28,54.99,53117.0,22733.0,30384.0,29513.0,23604.0,,
Çanakkale,canakkale,2019,Marmara,Batı Marmara,,,,,,148412,,,,,,,,,,,,,,,TR222,2018-2019,109.23,56.65,52.57,56031.0,23604.0,32427.0,32257.0,23774.0,,
Çanakkale,canakkale,2020,Marmara,Batı Marmara,,,,,,157044,,,,,,,,,,,,,,,TR222,2019-2020,111.24,60.84,50.4,52482.0,23774.0,28708.0,26772.0,25710.0,,
Çanakkale,canakkale,2021,Marmara,Batı Marmara,557276.0,31210.0,19429.0,11781.0,21.36617665861725,166160,0.2981646437312929,518657.0,5683.0,40138.0,73964.0,116682.0,90826.0,10005.0,2178.0,0.0109571450881796,0.2249694885058911,0.1751176596478983,0.0234895123366695,0.19860717198456784,TR222,2020-2021,123.41,67.5,55.9,59157.0,25710.0,33447.0,33954.0,25203.0,10615.38627179351,6001.87339845965
Çankırı,cankiri,2011,İç Anadolu,Batı Karadeniz,,,,,,39373,,,,,,,,,,,,,,,TR822,2010-2011,86.51,31.91,54.59,10339.0,2798.0,7541.0,7495.0,2844.0,,
Çankırı,cankiri,2012,İç Anadolu,Batı Karadeniz,,,,,,41279,,,,,,,,,,,,,,,TR822,2011-2012,92.37,35.03,57.35,10129.0,2844.0,7285.0,7310.0,2819.0,,
Çankırı,cankiri,2013,İç Anadolu,Batı Karadeniz,,,,,,40115,,,,,,,,,,,,,,,TR822,2012-2013,98.77,38.6,60.17,10074.0,2819.0,7255.0,7246.0,2828.0,,
Çankırı,cankiri,2014,İç Anadolu,Batı Karadeniz,,,,,,41973,,,,,,,,,,,,,,,TR822,2013-2014,98.54,45.42,53.12,10108.0,2828.0,7280.0,7128.0,2980.0,,
Çankırı,cankiri,2015,İç Anadolu,Batı Karadeniz,,,,,,44193,,,,,,,,,,,,,,,TR822,2014-2015,105.09,50.75,54.33,9985.0,2980.0,7005.0,6794.0,3191.0,,
Çankırı,cankiri,2016,İç Anadolu,Batı Karadeniz,,,,,,43861,,,,,,,,,,,,,,,TR822,2015-2016,108.35,55.71,52.64,12031.0,3191.0,8840.0,7660.0,4371.0,,
Çankırı,cankiri,2017,İç Anadolu,Batı Karadeniz,,,,,,47582,,,,,,,,,,,,,,,TR822,2016-2017,108.46,55.29,53.17,13112.0,4371.0,8741.0,7664.0,5448.0,,
Çankırı,cankiri,2018,İç Anadolu,Batı Karadeniz,,,,,,47333,,,,,,,,,,,,,,,TR822,2017-2018,113.28,53.1,60.18,13961.0,5448.0,8513.0,8742.0,5219.0,,
Çankırı,cankiri,2019,İç Anadolu,Batı Karadeniz,,,,,,44924,,,,,,,,,,,,,,,TR822,2018-2019,113.57,55.37,58.2,14235.0,5219.0,9016.0,8945.0,5290.0,,
Çankırı,cankiri,2020,İç Anadolu,Batı Karadeniz,,,,,,48479,,,,,,,,,,,,,,,TR822,2019-2020,116.2,60.8,55.4,13741.0,5290.0,8451.0,8530.0,5211.0,,
Çankırı,cankiri,2021,İç Anadolu,Batı Karadeniz,196515.0,15288.0,12457.0,2831.0,14.510544619540283,51615,0.262651705976643,177194.0,6038.0,14619.0,28589.0,40228.0,22389.0,2236.0,415.0,0.0340756459022314,0.2270280032055261,0.1263530367845412,0.014961003194239,0.1413140399787803,TR822,2020-2021,130.02,70.08,59.94,14294.0,5211.0,9083.0,9109.0,5185.0,7273.745006742488,4622.039030099483
Çorum,corum,2011,Karadeniz,Batı Karadeniz,,,,,,106384,,,,,,,,,,,,,,,TR833,2010-2011,80.6,44.96,35.64,28252.0,9234.0,19018.0,18341.0,9911.0,,
Çorum,corum,2012,Karadeniz,Batı Karadeniz,,,,,,104910,,,,,,,,,,,,,,,TR833,2011-2012,87.17,46.65,40.52,28295.0,9911.0,18384.0,18554.0,9741.0,,
Çorum,corum,2013,Karadeniz,Batı Karadeniz,,,,,,103661,,,,,,,,,,,,,,,TR833,2012-2013,90.14,48.44,41.7,29254.0,9741.0,19513.0,20022.0,9232.0,,
Çorum,corum,2014,Karadeniz,Batı Karadeniz,,,,,,102142,,,,,,,,,,,,,,,TR833,2013-2014,103.08,55.16,47.91,29317.0,9232.0,20085.0,20497.0,8820.0,,
Çorum,corum,2015,Karadeniz,Batı Karadeniz,,,,,,106599,,,,,,,,,,,,,,,TR833,2014-2015,109.46,58.91,50.55,29438.0,8820.0,20618.0,20764.0,8674.0,,
Çorum,corum,2016,Karadeniz,Batı Karadeniz,,,,,,113724,,,,,,,,,,,,,,,TR833,2015-2016,113.8,63.33,50.48,29487.0,8674.0,20813.0,17514.0,11973.0,,
Çorum,corum,2017,Karadeniz,Batı Karadeniz,,,,,,118315,,,,,,,,,,,,,,,TR833,2016-2017,112.24,63.8,48.45,35687.0,11973.0,23714.0,21027.0,14660.0,,
Çorum,corum,2018,Karadeniz,Batı Karadeniz,,,,,,113303,,,,,,,,,,,,,,,TR833,2017-2018,118.15,67.12,51.03,39983.0,14660.0,25323.0,24883.0,15100.0,,
Çorum,corum,2019,Karadeniz,Batı Karadeniz,,,,,,108399,,,,,,,,,,,,,,,TR833,2018-2019,119.98,73.22,46.76,41129.0,15101.0,26028.0,25714.0,15415.0,,
Çorum,corum,2020,Karadeniz,Batı Karadeniz,,,,,,114215,,,,,,,,,,,,,,,TR833,2019-2020,121.56,78.89,42.67,41330.0,15415.0,25915.0,21790.0,19540.0,,
Çorum,corum,2021,Karadeniz,Batı Karadeniz,526282.0,18029.0,22011.0,-3982.0,-7.537769297314078,117697,0.22363865760181803,482130.0,18802.0,50748.0,79285.0,91161.0,59098.0,5735.0,924.0,0.0389977806815589,0.1890797087922344,0.1225768983469188,0.0138116275693277,0.13638852591624664,TR833,2020-2021,135.51,91.69,43.81,47917.0,19541.0,28376.0,26336.0,21581.0,9104.814529092768,5391.786152671001
İstanbul,istanbul,2011,Marmara,İstanbul,,,,,,4181462,,,,,,,,,,,,,,,TR100,2010-2011,97.05,57.48,39.57,1709431.0,1045616.0,663815.0,611733.0,1097698.0,,
İstanbul,istanbul,2012,Marmara,İstanbul,,,,,,4535637,,,,,,,,,,,,,,,TR100,2011-2012,102.76,60.97,41.79,1746437.0,1097667.0,648770.0,578135.0,1168302.0,,
İstanbul,istanbul,2013,Marmara,İstanbul,,,,,,4757836,,,,,,,,,,,,,,,TR100,2012-2013,106.35,62.64,43.71,1818783.0,1168307.0,650476.0,594803.0,1223980.0,,
İstanbul,istanbul,2014,Marmara,İstanbul,,,,,,5063036,,,,,,,,,,,,,,,TR100,2013-2014,117.06,62.5,54.56,1877707.0,1226072.0,651635.0,661539.0,1216168.0,,
İstanbul,istanbul,2015,Marmara,İstanbul,,,,,,5233496,,,,,,,,,,,,,,,TR100,2014-2015,117.91,58.02,59.89,1858130.0,1216169.0,641961.0,647173.0,1210957.0,,
İstanbul,istanbul,2016,Marmara,İstanbul,,,,,,5194737,,,,,,,,,,,,,,,TR100,2015-2016,121.31,60.59,60.72,1848675.0,1210957.0,637718.0,587688.0,1260987.0,,
İstanbul,istanbul,2017,Marmara,İstanbul,,,,,,5350911,,,,,,,,,,,,,,,TR100,2016-2017,118.27,59.2,59.07,2014392.0,1260971.0,753421.0,633517.0,1380875.0,,
İstanbul,istanbul,2018,Marmara,İstanbul,,,,,,5291838,,,,,,,,,,,,,,,TR100,2017-2018,118.52,59.27,59.25,2191510.0,1380881.0,810629.0,748747.0,1442763.0,,
İstanbul,istanbul,2019,Marmara,İstanbul,,,,,,5338602,,,,,,,,,,,,,,,TR100,2018-2019,120.15,66.13,54.02,2243323.0,1442784.0,800539.0,784618.0,1458705.0,,
İstanbul,istanbul,2020,Marmara,İstanbul,,,,,,5649571,,,,,,,,,,,,,,,TR100,2019-2020,121.32,71.14,50.18,2197808.0,1458710.0,739098.0,661068.0,1536740.0,,
İstanbul,istanbul,2021,Marmara,İstanbul,15840900.0,385328.0,408165.0,-22837.0,-1.4406094603764112,5999959,0.37876376973530546,13859004.0,222814.0,1165968.0,2401597.0,3224668.0,2586331.0,370978.0,58231.0,0.0160772015074099,0.2326767493537053,0.1866173788534876,0.0309696858446682,0.2175870646981558,TR100,2020-2021,136.12,83.72,52.4,2378387.0,1536743.0,841644.0,836525.0,1541862.0,15014.216363969219,5313.107209817624
İzmir,izmir,2011,Ege,Ege,,,,,,1061805,,,,,,,,,,,,,,,TR310,2010-2011,95.63,52.28,43.35,415053.0,228594.0,186459.0,187576.0,227477.0,,
İzmir,izmir,2012,Ege,Ege,,,,,,1085711,,,,,,,,,,,,,,,TR310,2011-2012,101.45,53.58,47.87,425927.0,227514.0,198413.0,182376.0,243551.0,,
İzmir,izmir,2013,Ege,Ege,,,,,,1120182,,,,,,,,,,,,,,,TR310,2012-2013,102.58,54.45,48.13,445404.0,243551.0,201853.0,208908.0,236496.0,,
İzmir,izmir,2014,Ege,Ege,,,,,,1167463,,,,,,,,,,,,,,,TR310,2013-2014,111.98,58.38,53.6,435465.0,237122.0,198343.0,203546.0,231919.0,,
İzmir,izmir,2015,Ege,Ege,,,,,,1211730,,,,,,,,,,,,,,,TR310,2014-2015,114.6,59.78,54.82,435150.0,231919.0,203231.0,204823.0,230327.0,,
İzmir,izmir,2016,Ege,Ege,,,,,,1266538,,,,,,,,,,,,,,,TR310,2015-2016,119.56,65.31,54.24,439205.0,230328.0,208877.0,193481.0,245724.0,,
İzmir,izmir,2017,Ege,Ege,,,,,,1336119,,,,,,,,,,,,,,,TR310,2016-2017,117.06,65.04,52.02,488195.0,245722.0,242473.0,210961.0,277234.0,,
İzmir,izmir,2018,Ege,Ege,,,,,,1316506,,,,,,,,,,,,,,,TR310,2017-2018,113.41,56.13,57.28,540161.0,277240.0,262921.0,244963.0,295198.0,,
İzmir,izmir,2019,Ege,Ege,,,,,,1301506,,,,,,,,,,,,,,,TR310,2018-2019,113.08,60.22,52.86,549943.0,295200.0,254743.0,255192.0,294751.0,,
İzmir,izmir,2020,Ege,Ege,,,,,,1368884,,,,,,,,,,,,,,,TR310,2019-2020,114.24,64.73,49.51,543824.0,294752.0,249072.0,237411.0,306413.0,,
İzmir,izmir,2021,Ege,Ege,4425789.0,131394.0,109470.0,21924.0,4.965993004935414,1454529,0.3286485189420463,4093037.0,48598.0,334624.0,670082.0,967679.0,769101.0,89885.0,17095.0,0.0118733351298803,0.2364207799734036,0.1879047269790134,0.0261370713238116,0.21404179830282502,TR310,2020-2021,124.67,72.87,51.8,611955.0,306414.0,305541.0,289353.0,322602.0,13827.026096363834,6903.650399962583
Şanlıurfa,sanliurfa,2011,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,180489,,,,,,,,,,,,,,,TRC21,2010-2011,46.39,32.57,13.82,75301.0,22363.0,52938.0,48179.0,27122.0,,
Şanlıurfa,sanliurfa,2012,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,201867,,,,,,,,,,,,,,,TRC21,2011-2012,51.97,36.54,15.43,82350.0,27122.0,55228.0,49406.0,32944.0,,
Şanlıurfa,sanliurfa,2013,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,202769,,,,,,,,,,,,,,,TRC21,2012-2013,57.62,38.84,18.78,89661.0,32944.0,56717.0,48822.0,40839.0,,
Şanlıurfa,sanliurfa,2014,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,216709,,,,,,,,,,,,,,,TRC21,2013-2014,75.01,43.69,31.32,96391.0,40839.0,55552.0,51294.0,45097.0,,
Şanlıurfa,sanliurfa,2015,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,239882,,,,,,,,,,,,,,,TRC21,2014-2015,82.13,41.8,40.32,105651.0,45097.0,60554.0,49350.0,56301.0,,
Şanlıurfa,sanliurfa,2016,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,242156,,,,,,,,,,,,,,,TRC21,2015-2016,84.53,45.63,38.9,119507.0,56301.0,63206.0,46448.0,73059.0,,
Şanlıurfa,sanliurfa,2017,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,264380,,,,,,,,,,,,,,,TRC21,2016-2017,79.27,42.95,36.32,146888.0,73059.0,73829.0,64818.0,82070.0,,
Şanlıurfa,sanliurfa,2018,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,268749,,,,,,,,,,,,,,,TRC21,2017-2018,107.21,49.05,58.16,164101.0,82072.0,82029.0,76039.0,88062.0,,
Şanlıurfa,sanliurfa,2019,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,268778,,,,,,,,,,,,,,,TRC21,2018-2019,108.15,51.28,56.88,176238.0,88061.0,88177.0,86185.0,90053.0,,
Şanlıurfa,sanliurfa,2020,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,300533,,,,,,,,,,,,,,,TRC21,2019-2020,108.37,57.66,50.71,163495.0,90053.0,73442.0,74261.0,89234.0,,
Şanlıurfa,sanliurfa,2021,Güneydoğu Anadolu,Güneydoğu Anadolu,2143020.0,40371.0,66987.0,-26616.0,-12.343205671864393,330461,0.15420341387387893,1780304.0,111571.0,334409.0,432556.0,245872.0,131215.0,15256.0,1488.0,0.0626696339501568,0.1381067503078126,0.0737037045358545,0.0094051353027348,0.08310883983858937,TRC21,2020-2021,123.53,69.01,54.53,190046.0,89234.0,100812.0,99166.0,90880.0,8868.139354742372,4704.202480611473
Şırnak,sirnak,2011,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,46463,,,,,,,,,,,,,,,TRC33,2010-2011,53.61,37.66,15.94,18009.0,5212.0,12797.0,12385.0,5624.0,,
Şırnak,sirnak,2012,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,51201,,,,,,,,,,,,,,,TRC33,2011-2012,60.15,42.06,18.09,18551.0,5624.0,12927.0,11891.0,6660.0,,
Şırnak,sirnak,2013,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,53794,,,,,,,,,,,,,,,TRC33,2012-2013,67.5,45.6,21.9,20790.0,6660.0,14130.0,12523.0,8267.0,,
Şırnak,sirnak,2014,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,56849,,,,,,,,,,,,,,,TRC33,2013-2014,86.6,54.34,32.27,25951.0,8267.0,17684.0,13064.0,12887.0,,
Şırnak,sirnak,2015,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,49571,,,,,,,,,,,,,,,TRC33,2014-2015,94.58,43.5,51.07,27122.0,12887.0,14235.0,11693.0,15429.0,,
Şırnak,sirnak,2016,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,69916,,,,,,,,,,,,,,,TRC33,2015-2016,90.42,43.07,47.35,37391.0,15428.0,21963.0,13819.0,23572.0,,
Şırnak,sirnak,2017,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,86465,,,,,,,,,,,,,,,TRC33,2016-2017,79.68,36.22,43.46,49261.0,23572.0,25689.0,23432.0,25829.0,,
Şırnak,sirnak,2018,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,89195,,,,,,,,,,,,,,,TRC33,2017-2018,107.88,50.08,57.8,51100.0,25830.0,25270.0,26876.0,24224.0,,
Şırnak,sirnak,2019,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,90818,,,,,,,,,,,,,,,TRC33,2018-2019,105.97,52.82,53.15,46462.0,24224.0,22238.0,21792.0,24670.0,,
Şırnak,sirnak,2020,Güneydoğu Anadolu,Güneydoğu Anadolu,,,,,,100624,,,,,,,,,,,,,,,TRC33,2019-2020,110.82,59.3,51.52,44182.0,24669.0,19513.0,15887.0,28295.0,,
Şırnak,sirnak,2021,Güneydoğu Anadolu,Güneydoğu Anadolu,546589.0,17072.0,20431.0,-3359.0,-6.126560252868805,107885,0.19737865196701726,466947.0,24251.0,71121.0,125648.0,90890.0,43109.0,4277.0,255.0,0.0519352303366334,0.1946473582654991,0.092320970045851,0.0097055982798904,0.10202656832574146,TRC33,2020-2021,124.36,67.1,57.26,51729.0,28294.0,23435.0,24283.0,27446.0,9463.966526951695,4287.499382534226
